Customer ID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,AgeGroup
2037-XJFUP,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,33,95.8,4161,2,Under 30
7314-OXENN,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2,82.0,3051,3,Middle Age (30–59)
0322-CHQRU,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,45.35,3478,1,Middle Age (30–59)
4678-DVQEO,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,52.2,4138,1,Middle Age (30–59)
0691-IFBQW,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,46,110.0,2403,1,Senior (≥ 60)
3009-JWMPU,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,62,96.75,5016,2,Middle Age (30–59)
1450-GALXR,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,10,98.5,5184,1,Middle Age (30–59)
3138-BKYAV,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,6,85.35,4694,3,Middle Age (30–59)
4289-DTDKW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40,101.3,2576,1,Middle Age (30–59)
1820-TQVEV,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.55,3042,2,Under 30
2239-JALAW,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58,103.25,6105,1,Under 30
4853-RULSV,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,104.0,4544,1,Under 30
6275-YDUVO,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,2,86.2,2969,3,Middle Age (30–59)
3643-AHCFP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7,95.6,3265,3,Senior (≥ 60)
9101-BWFSS,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,50,108.55,4274,2,Middle Age (30–59)
9231-ZJYAM,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,78.85,5301,3,Senior (≥ 60)
6982-SSHFK,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,44.4,3522,1,Middle Age (30–59)
3027-ZTDHO,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,89.9,5951,1,Under 30
2207-NHRJK,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,50.8,3718,1,Middle Age (30–59)
0947-MUGVO,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,20,73.65,5849,1,Senior (≥ 60)
9944-HKVVB,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,95.1,5861,1,Middle Age (30–59)
4124-MMETB,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22,94.65,3665,2,Middle Age (30–59)
5073-WXOYN,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60,50.8,4941,2,Middle Age (30–59)
0207-MDKNV,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,15,105.1,2122,1,Middle Age (30–59)
9851-KIELU,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,10,110.1,5803,1,Middle Age (30–59)
3908-BLSYF,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,6,83.9,3962,1,Middle Age (30–59)
2123-AGEEN,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,7,84.35,2107,3,Senior (≥ 60)
7549-MYGPK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63,100.55,5413,2,Middle Age (30–59)
3804-RVTGV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50,103.85,5812,2,Middle Age (30–59)
9227-LUNBG,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,24.6,5768,2,Middle Age (30–59)
4315-MURBD,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),12,98.9,5559,1,Middle Age (30–59)
9734-YWGEX,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),9,98.3,2954,2,Under 30
2719-BDAQO,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,17,93.85,4940,1,Middle Age (30–59)
0781-LKXBR,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,100.5,4038,1,Senior (≥ 60)
1907-UBQFC,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,10,72.85,3189,1,Senior (≥ 60)
6513-EECDB,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,73.55,4369,2,Senior (≥ 60)
6103-BOCOU,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,26,80.7,4501,3,Middle Age (30–59)
7074-IEVOJ,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,79.4,3501,1,Senior (≥ 60)
9625-QSTYE,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,81.15,4806,1,Middle Age (30–59)
4750-ZRXIU,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4,84.6,2467,1,Senior (≥ 60)
6630-UJZMY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,83.25,5251,3,Senior (≥ 60)
6400-BWQKW,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,6,79.05,3263,1,Middle Age (30–59)
6680-WKXRZ,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),3,74.4,2054,3,Middle Age (30–59)
7028-DVOIQ,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,35,99.05,2074,1,Senior (≥ 60)
4208-UFFGW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,44.95,5900,2,Senior (≥ 60)
9889-TMAHG,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),8,100.3,5084,1,Senior (≥ 60)
3158-MOERK,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,96.0,3391,2,Middle Age (30–59)
7294-TMAOP,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1,90.55,2627,2,Middle Age (30–59)
8919-FYFQZ,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,44,30.35,4829,1,Senior (≥ 60)
2834-JRTUA,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,71,108.05,5200,1,Middle Age (30–59)
5875-YPQFJ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.9,5367,3,Middle Age (30–59)
5879-SESNB,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,11,75.25,5902,3,Middle Age (30–59)
6646-QVXLR,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,62,103.75,5052,1,Senior (≥ 60)
8603-IJWDN,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,86.6,5228,3,Middle Age (30–59)
9369-XFEHK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33,80.6,3601,2,Senior (≥ 60)
3842-IYKUE,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),35,85.3,2455,2,Under 30
6641-XRPSU,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34,70.0,2318,2,Middle Age (30–59)
1374-DMZUI,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,94.3,5419,2,Senior (≥ 60)
8357-EQXFO,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,95.35,3077,2,Middle Age (30–59)
1989-PRJHP,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27,75.5,2377,1,Senior (≥ 60)
9524-EGPJC,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18,90.1,4260,1,Middle Age (30–59)
6993-OHLXR,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,68.95,5225,1,Under 30
8818-XYFCQ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,99.55,5026,1,Middle Age (30–59)
4695-VADHF,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,18,57.45,2989,1,Middle Age (30–59)
3863-IUBJR,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),12,53.65,2595,1,Under 30
4822-RVYBB,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,100.6,5906,1,Senior (≥ 60)
4184-TJFAN,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,3,88.3,4486,1,Senior (≥ 60)
4145-UQXUQ,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,92.1,5662,1,Senior (≥ 60)
9948-YPTDG,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,38,79.45,2405,1,Middle Age (30–59)
4883-QICIH,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32,69.75,2356,2,Middle Age (30–59)
1271-SJBGZ,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,12,43.65,2437,1,Senior (≥ 60)
5669-SRAIP,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,5,39.5,2863,2,Middle Age (30–59)
6941-PMGEP,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,5,80.0,3937,3,Under 30
1624-WOIWJ,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,10,84.7,5686,1,Middle Age (30–59)
2074-GKOWZ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2,89.55,3851,1,Middle Age (30–59)
0376-YMCJC,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,23,90.6,4359,2,Under 30
0634-SZPQA,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23,90.05,4650,2,Middle Age (30–59)
5536-RTPWK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49,99.05,5157,2,Middle Age (30–59)
6166-ILMNY,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2,69.75,5667,1,Middle Age (30–59)
3097-NNSPB,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,49.05,2960,1,Middle Age (30–59)
0655-RBDUG,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7,98.05,2561,1,Middle Age (30–59)
4361-BKAXE,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41,114.5,3038,1,Under 30
9878-TNQGW,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,80.95,3533,3,Middle Age (30–59)
4441-NIHPT,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,74.3,2995,1,Senior (≥ 60)
8999-BOHSE,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),11,89.7,2202,2,Senior (≥ 60)
7029-RPUAV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),17,100.45,5508,3,Senior (≥ 60)
8824-RWFXJ,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,3,56.15,2539,1,Under 30
9763-PDTKK,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4,94.4,4249,1,Middle Age (30–59)
8111-SLLHI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,105.65,4687,3,Senior (≥ 60)
8257-RZAHR,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),14,64.7,4049,1,Middle Age (30–59)
5293-WXJAK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),11,104.05,4553,3,Senior (≥ 60)
0841-NULXI,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,35.55,3958,1,Middle Age (30–59)
7851-WZEKY,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,95.15,2414,2,Middle Age (30–59)
8844-TONUD,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,13,96.65,5295,1,Middle Age (30–59)
4086-YQSNZ,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,80.4,3834,2,Senior (≥ 60)
5868-CZJDR,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,31.35,3605,2,Middle Age (30–59)
0135-NMXAP,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),12,89.75,5671,3,Middle Age (30–59)
6270-OMFIW,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,60,94.4,4990,2,Middle Age (30–59)
1641-RQDAY,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32,100.4,4848,3,Senior (≥ 60)
0107-WESLM,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1,19.85,3874,2,Middle Age (30–59)
3992-YWPKO,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),6,109.9,5750,1,Middle Age (30–59)
0125-LZQXK,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,15,101.35,3025,2,Middle Age (30–59)
8399-YNDCH,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21,60.05,4716,1,Senior (≥ 60)
5673-FSSMF,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,60.15,4611,3,Under 30
1579-KLYDT,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,7,90.45,5356,2,Middle Age (30–59)
6358-LYNGM,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,74.9,2548,3,Under 30
6077-BDPXA,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,70.15,2228,3,Middle Age (30–59)
5494-HECPR,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,80.25,2502,2,Middle Age (30–59)
9824-BEMCV,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,69.0,3368,2,Middle Age (30–59)
1373-ORVIZ,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,11,66.35,2860,1,Middle Age (30–59)
4291-SHSBH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,69.55,4704,3,Under 30
9866-QEVEE,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19,86.0,4857,1,Middle Age (30–59)
9897-KXHCM,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,80.3,3212,1,Middle Age (30–59)
7979-CORPM,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24,90.55,5927,2,Middle Age (30–59)
1618-CFHME,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,75.9,2101,1,Middle Age (30–59)
3165-HDOEW,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.85,3706,2,Middle Age (30–59)
6581-NQCBA,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,16,49.95,4840,1,Middle Age (30–59)
5835-BEQEU,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,76.95,4428,2,Middle Age (30–59)
5565-FILXA,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,16,96.15,5913,2,Senior (≥ 60)
2223-KAGMX,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),15,19.4,5379,1,Middle Age (30–59)
7321-PKUYW,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,11,90.15,5250,1,Middle Age (30–59)
2833-SLKDQ,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.05,4094,1,Under 30
7595-EUIVN,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,75.8,3940,1,Middle Age (30–59)
2026-TGDHM,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,7,79.3,3830,1,Middle Age (30–59)
4030-VPZBD,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,2,30.9,2860,2,Middle Age (30–59)
4187-CINZD,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),46,95.25,3180,2,Senior (≥ 60)
6818-WOBHJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68,89.6,5651,1,Senior (≥ 60)
2408-TZMJL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,59,110.15,4601,1,Middle Age (30–59)
9134-CEQMF,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,89.5,3077,2,Senior (≥ 60)
7993-PYKOF,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,8,75.0,2587,1,Under 30
5027-XWQHA,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,6,44.75,2087,2,Middle Age (30–59)
6198-ZFIOJ,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,5,75.6,3469,3,Middle Age (30–59)
4566-QVRRW,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,44.05,3200,1,Middle Age (30–59)
8519-IMDHU,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),15,85.6,4981,1,Senior (≥ 60)
0201-OAMXR,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),70,115.55,4838,1,Middle Age (30–59)
3372-KWFBM,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,16,86.6,2508,3,Senior (≥ 60)
7831-QGOXH,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,18,85.2,3326,3,Under 30
6393-WRYZE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,34,97.65,3979,2,Middle Age (30–59)
6599-RCLCJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47,109.55,5863,2,Middle Age (30–59)
9831-BPFRI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,39,89.55,3849,2,Middle Age (30–59)
1725-MIMXW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,19.45,5687,2,Middle Age (30–59)
0031-PVLZI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,20.35,4133,1,Middle Age (30–59)
7206-GZCDC,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.25,4371,2,Senior (≥ 60)
1768-ZAIFU,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,25.2,5688,1,Senior (≥ 60)
4671-LXRDQ,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,45.0,5704,1,Middle Age (30–59)
1934-SJVJK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.15,4103,2,Middle Age (30–59)
3838-OZURD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66,105.0,5723,1,Under 30
9269-CQOOL,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3,54.7,3335,1,Middle Age (30–59)
2845-HSJCY,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,14,87.25,4786,2,Middle Age (30–59)
1184-PJVDB,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,10,79.95,5640,1,Middle Age (30–59)
9415-DPEWS,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18,88.35,5727,3,Middle Age (30–59)
7943-RQCHR,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,94.75,2893,2,Middle Age (30–59)
3793-MMFUH,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,95.05,2230,1,Senior (≥ 60)
3249-ZPQRG,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,4,78.45,5048,1,Under 30
2568-BRGYX,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,70.2,5094,1,Middle Age (30–59)
7721-JXEAW,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59,41.05,4324,2,Under 30
7249-WBIYX,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,10,85.6,5146,2,Middle Age (30–59)
6567-HOOPW,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.2,4363,3,Senior (≥ 60)
3164-AALRN,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,5,70.0,2673,2,Middle Age (30–59)
3334-CTHOL,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,49.95,2041,2,Middle Age (30–59)
4704-ERYFC,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,22,69.25,2159,1,Under 30
8621-MNIHH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34,94.25,3369,1,Senior (≥ 60)
0471-LVHGK,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,41,73.0,2041,2,Middle Age (30–59)
9518-RWHZL,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),64,100.05,5452,1,Middle Age (30–59)
8714-CTZJW,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),4,82.85,3154,3,Under 30
5419-CONWX,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,99.8,2268,1,Senior (≥ 60)
6240-EURKS,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18,35.0,2649,2,Under 30
6960-HVYXR,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,76.0,2567,1,Under 30
7024-OHCCK,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,93.85,4193,3,Senior (≥ 60)
7861-UVUFT,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,15,84.3,4003,1,Middle Age (30–59)
5357-TZHPP,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),9,84.4,5745,2,Senior (≥ 60)
0680-DFNNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,101.1,2055,2,Middle Age (30–59)
7767-UXAGJ,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,50.45,2928,3,Middle Age (30–59)
1571-SAVHK,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,12,99.95,5598,1,Under 30
9546-CQJSU,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,2,91.4,5100,1,Middle Age (30–59)
0506-LVNGN,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),5,75.55,4028,1,Senior (≥ 60)
2951-QOQTK,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),4,80.8,5436,2,Under 30
3473-XIIIT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,16,100.0,3794,1,Middle Age (30–59)
7893-IXHRQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,20.55,5636,2,Middle Age (30–59)
2952-QAYZF,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5,85.3,2264,1,Middle Age (30–59)
4763-PGDPO,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,4,70.4,4494,1,Under 30
5394-SVGJV,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37,98.8,3066,1,Under 30
9283-LZQOH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),13,74.4,3687,1,Middle Age (30–59)
